unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
308,scene,bridge-s,0.03354540039773424,blue-c,61494563.0,3158143.0,474346.0,0.00739105829441575,skyscraper,1270392.0,2656551.0,110409.0,0.028929127842173028,wheel,1513439.0,737633.0,24237.0,0.010884057417814971,bridge-s,639744.0,1265537.0,61839.0,0.03354540039773424,,24924928.0,272422.0,218435.0,0.00874477534352473
362,scene,archive-s,0.033257018917941916,orange-c,30348501.0,3084620.0,334032.0,0.010091878963798671,seat,1488057.0,966414.0,26879.0,0.011072288918401445,body,1291612.0,406651.0,15855.0,0.009423992277735245,archive-s,338688.0,535962.0,28152.0,0.033257018917941916,studded,1593088.0,165312.0,47753.0,0.02791516893900378
315,scene,corridor-s,0.0331094383481539,yellow-c,34166024.0,2906925.0,187470.0,0.005082487880935476,skyscraper,1270392.0,1561037.0,49475.0,0.017784262428494506,wing,323329.0,751087.0,20799.0,0.019740569865520394,corridor-s,1530368.0,743385.0,72870.0,0.0331094383481539,crosshatched,1743616.0,256041.0,29654.0,0.01505276895517418
363,object,sky,0.0328174139264007,blue-c,61494563.0,3173826.0,2017658.0,0.032204859668756296,sky,36622673.0,2568661.0,1245291.0,0.0328174139264007,screen,677188.0,467845.0,12585.0,0.011113093051513182,skyscraper-s,4402944.0,1607612.0,175339.0,0.030048411224466887,bubbly,1517824.0,348769.0,18283.0,0.009891738939896446
159,scene,alley-s,0.03271838075922529,white-c,72511065.0,3267380.0,1201582.0,0.016111994413066155,sky,36622673.0,2840534.0,908754.0,0.023570662512057947,balcony,317196.0,788764.0,10699.0,0.009768447885937689,alley-s,1091328.0,1488260.0,81726.0,0.03271838075922529,,24924928.0,289607.0,222143.0,0.00888842492547332
57,scene,dining_room-s,0.032378529972837175,orange-c,30348501.0,3057418.0,442471.0,0.01342308001274624,table,4805122.0,1328368.0,151804.0,0.025378129176289094,headboard,500152.0,832499.0,30223.0,0.023205121511515416,dining_room-s,5694976.0,1045952.0,211416.0,0.032378529972837175,,24924928.0,29680.0,29392.0,0.0011792074339496196
100,scene,arch-s,0.03207805841534672,yellow-c,34166024.0,3257974.0,176419.0,0.004736388370368984,dome,86299.0,1822033.0,32830.0,0.01750464675590855,head,4946761.0,598428.0,88007.0,0.016126821498714906,arch-s,175616.0,852728.0,31962.0,0.03207805841534672,potholed,1580544.0,491246.0,32185.0,0.015780016228632506
213,scene,poolroom-home-s,0.03189896345794039,blue-c,61494563.0,3038395.0,390277.0,0.006084513367939828,pool table,435101.0,1984460.0,70181.0,0.0298721364785603,wing,323329.0,900439.0,22436.0,0.01867593637728788,poolroom-home-s,1317120.0,947988.0,70021.0,0.03189896345794039,cobwebbed,1505280.0,506849.0,46583.0,0.02369977604187335
233,object,building,0.031697413667802404,blue-c,61494563.0,3150616.0,372210.0,0.005791081473146199,building,35246027.0,2693103.0,1165625.0,0.031697413667802404,column,193649.0,697971.0,15766.0,0.01800071701447958,nursery-s,827904.0,1838149.0,80930.0,0.031306053909233716,,24924928.0,215512.0,162816.0,0.006518474295233206
421,scene,kitchen-s,0.031000422291631663,orange-c,30348501.0,3032572.0,205798.0,0.006203354757421001,stove,359571.0,793589.0,22704.0,0.020083930732377023,drawer,540514.0,533559.0,12274.0,0.011559626633666071,kitchen-s,9006592.0,676166.0,291144.0,0.031000422291631663,,24924928.0,1546.0,1474.0,5.9137412236710134e-05
